symbol,setup,direction,entry_dt,exit_dt,entry_price,stop_price,tp_price,exit_price,outcome,r_multiple,pnl_pct,balance_after
ETHUSDT,gap,short,2024-11-25T12:01:00-05:00,2024-11-25T12:02:00-05:00,3477.71,3479.8390499999996,3473.451900000001,3479.8390499999996,SL,-1.0,-1.0,9491.61
ETHUSDT,gap,long,2024-11-26T09:45:00-05:00,2024-11-26T10:11:00-05:00,3360.33,3338.9596850000003,3403.0706299999993,3338.9596850000003,SL,-1.0,-1.0,9396.69
ETHUSDT,gap,long,2024-11-26T10:35:00-05:00,2024-11-26T10:37:00-05:00,3324.64,3322.4579400000002,3329.004119999999,3322.4579400000002,SL,-1.0,-1.0,9302.72
ETHUSDT,gap,long,2024-11-27T09:52:00-05:00,2024-11-27T10:30:00-05:00,3524.01,3511.8432000000003,3548.3436,3548.3436,TP,2.0,2.0,9488.77
ETHUSDT,gap,short,2024-11-28T09:57:00-05:00,2024-11-28T10:02:00-05:00,3570.42,3573.615915,3564.0281700000005,3564.0281700000005,TP,2.0,2.0,9678.55
ETHUSDT,gap,long,2024-11-28T11:19:00-05:00,2024-11-28T11:21:00-05:00,3558.57,3554.40191,3566.9061800000004,3554.40191,SL,-1.0,-1.0,9581.76
ETHUSDT,first5,long,2024-11-29T10:38:00-05:00,2024-11-29T10:42:00-05:00,3615.9,3609.3444250000002,3629.01115,3629.01115,TP,2.0,2.0,9773.4
ETHUSDT,gap,long,2024-11-29T10:49:00-05:00,2024-11-29T10:55:00-05:00,3629.32,3622.4978450000003,3642.96431,3622.4978450000003,SL,-1.0,-1.0,9675.67
ETHUSDT,gap,long,2024-11-30T09:59:00-05:00,2024-11-30T10:00:00-05:00,3658.0,3655.561305,3662.8773899999997,3655.561305,SL,-1.0,-1.0,9578.91
ETHUSDT,gap,short,2024-11-30T10:44:00-05:00,2024-11-30T10:45:00-05:00,3679.04,3680.73945,3675.6411,3680.73945,SL,-1.0,-1.0,9483.12
ETHUSDT,gap,long,2024-12-01T10:07:00-05:00,2024-12-01T10:09:00-05:00,3711.75,3708.914615,3717.4207699999997,3717.4207699999997,TP,2.0,2.0,9672.78
ETHUSDT,gap,short,2024-12-01T10:19:00-05:00,2024-12-01T10:21:00-05:00,3713.78,3715.8069749999995,3709.7260500000016,3715.8069749999995,SL,-1.0,-1.0,9576.05
ETHUSDT,gap,long,2024-12-02T09:58:00-05:00,2024-12-02T10:00:00-05:00,3645.22,3641.91813,3651.8237399999994,3641.91813,SL,-1.0,-1.0,9480.29
ETHUSDT,gap,long,2024-12-02T11:24:00-05:00,2024-12-02T11:26:00-05:00,3659.92,3655.521325,3668.71735,3655.521325,SL,-1.0,-1.0,9385.49
ETHUSDT,gap,short,2024-12-03T10:14:00-05:00,2024-12-03T10:15:00-05:00,3590.31,3590.7945,3589.341,3590.7945,SL,-1.0,-1.0,9291.64
ETHUSDT,gap,long,2024-12-03T10:48:00-05:00,2024-12-03T10:57:00-05:00,3574.71,3562.5778200000004,3598.9743599999993,3562.5778200000004,SL,-1.0,-1.0,9198.72
ETHUSDT,premarket,long,2024-12-04T11:54:00-05:00,2024-12-04T12:51:00-05:00,3766.5,3739.60926,3820.2814799999996,3820.2814799999996,TP,2.0,2.0,9382.69
ETHUSDT,gap,long,2024-12-05T11:52:00-05:00,2024-12-05T11:53:00-05:00,3919.98,3917.9300550000003,3924.0798899999995,3917.9300550000003,SL,-1.0,-1.0,9288.86
ETHUSDT,first5,short,2024-12-05T12:39:00-05:00,2024-12-05T12:48:00-05:00,3908.25,3914.7463949999997,3895.2572100000007,3914.7463949999997,SL,-1.0,-1.0,9195.97
ETHUSDT,gap,short,2024-12-07T09:47:00-05:00,2024-12-07T09:48:00-05:00,4001.01,4004.32116,3994.3876800000007,4004.32116,SL,-1.0,-1.0,9104.01
ETHUSDT,gap,long,2024-12-07T09:57:00-05:00,2024-12-07T10:03:00-05:00,4001.24,3995.0114950000007,4013.697009999998,3995.0114950000007,SL,-1.0,-1.0,9012.97
ETHUSDT,first5,long,2024-12-08T11:01:00-05:00,2024-12-08T11:04:00-05:00,3999.39,3992.6726650000005,4012.8246699999986,3992.6726650000005,SL,-1.0,-1.0,8922.84
ETHUSDT,gap,short,2024-12-08T11:24:00-05:00,2024-12-08T11:26:00-05:00,3993.17,3995.9469749999994,3987.6160500000015,3987.6160500000015,TP,2.0,2.0,9101.3
ETHUSDT,gap,long,2024-12-11T13:03:00-05:00,2024-12-11T13:38:00-05:00,3767.13,3753.2924150000003,3794.8051699999996,3794.8051699999996,TP,2.0,2.0,9283.33
ETHUSDT,gap,short,2024-12-12T10:09:00-05:00,2024-12-12T10:22:00-05:00,3960.99,3971.50476,3939.9604799999997,3971.50476,SL,-1.0,-1.0,9190.5
ETHUSDT,gap,short,2024-12-12T10:43:00-05:00,2024-12-12T10:50:00-05:00,3970.01,3977.597805,3954.834390000001,3954.834390000001,TP,2.0,2.0,9374.31
ETHUSDT,premarket,long,2024-12-13T09:56:00-05:00,2024-12-13T10:16:00-05:00,3945.41,3933.482275,3969.26545,3969.26545,TP,2.0,2.0,9561.8
ETHUSDT,first5,short,2024-12-13T11:35:00-05:00,2024-12-13T11:43:00-05:00,3916.58,3926.4122249999996,3896.9155500000006,3926.4122249999996,SL,-1.0,-1.0,9466.18
ETHUSDT,gap,long,2024-12-14T11:18:00-05:00,2024-12-14T11:19:00-05:00,3873.95,3871.98304,3877.8839199999993,3877.8839199999993,TP,2.0,2.0,9655.5
