symbol,strategy,direction,entry_ms,exit_ms,entry_price,stop_price,tp_price,exit_price,qty,outcome,r_multiple,pnl_usdt,balance_before,balance_after
XRPUSDT,volatility,long,1775061000000,1775064600000,1.3606,1.3521835407933729,1.3774329184132543,1.3521835407933729,212.4,SL,-1.0,-1.79,89.42,87.63
SKYUSDT,volatility,long,1775062800000,1775088900000,0.07629,0.07579387284134259,0.07728225431731481,0.07579387284134259,3530.0,SL,-1.0,-1.75,87.63,85.88
SKYUSDT,volatility,long,1775079000000,1775088900000,0.0766,0.07613592865281026,0.07752814269437949,0.07613592865281026,3700.0,SL,-1.0,-1.72,85.88,84.16
SKYUSDT,volatility,long,1775079900000,1775088000000,0.077,0.07651871946332381,0.07796256107335238,0.07651871946332381,3490.0,SL,-1.0,-1.68,84.16,82.48
SKYUSDT,volatility,long,1775085300000,1775088000000,0.07711,0.07665570240570554,0.0780185951885889,0.07665570240570554,3630.0,SL,-1.0,-1.65,82.48,80.83
SKYUSDT,momentum,short,1775176200000,1775194200000,0.07388,0.0744969448911601,0.0726461102176798,0.0744969448911601,2620.0,SL,-1.0,-1.62,80.83,79.21
DOGEUSDT,volatility,short,1775181600000,1775182500000,0.09013,0.09055191064918962,0.08928617870162077,0.09055191064918962,3754.0,SL,-1.0,-1.58,79.21,77.63
DOGEUSDT,volatility,short,1775183400000,1775186100000,0.09,0.0904468260189441,0.08910634796211178,0.0904468260189441,3474.0,SL,-1.0,-1.55,77.63,76.08
SKYUSDT,momentum,long,1775264400000,1775272500000,0.07513,0.07472711280694115,0.0759357743861177,0.07472711280694115,3770.0,SL,-1.0,-1.52,76.08,74.56
SUIUSDT,volatility,short,1775265300000,1775277000000,0.8681,0.8714726587965578,0.8613546824068844,0.8714726587965578,440.0,SL,-1.0,-1.49,74.56,73.07
HYPEUSDT,volatility,long,1775270700000,1775281500000,35.81,35.64951623118905,36.13096753762191,35.64951623118905,9.1,SL,-1.0,-1.46,73.07,71.61
ONDOUSDT,volatility,short,1775347200000,1775365200000,0.2543,0.2555029786387035,0.251894042722593,0.251894042722593,1190.0,TP,2.0,2.86,71.61,74.47
XRPUSDT,volatility,short,1775349900000,1775355300000,1.3118,1.314902645814907,1.3055947083701864,1.314902645814907,480.0,SL,-1.0,-1.49,74.47,72.98
ONDOUSDT,volatility,short,1775351700000,1775367900000,0.2535,0.2547941585866383,0.25091168282672344,0.25091168282672344,1127.0,TP,2.0,2.92,72.98,75.9
ONDOUSDT,volatility,short,1775352600000,1775368800000,0.2531,0.2543981472590212,0.25050370548195755,0.25050370548195755,1169.0,TP,2.0,3.04,75.9,78.94
LINKUSDT,volatility,short,1775353500000,1775367900000,8.649,8.674364497032801,8.598271005934395,8.598271005934395,62.2,TP,2.0,3.16,78.94,82.1
LINKUSDT,volatility,short,1775354400000,1775367900000,8.644,8.669052747244745,8.59389450551051,8.59389450551051,65.5,TP,2.0,3.28,82.1,85.38
DOGEUSDT,momentum,short,1775361600000,1775367900000,0.09113,0.0914693939672976,0.09045121206540481,0.09045121206540481,5031.0,TP,2.0,3.42,85.38,88.8
XLMUSDT,momentum,short,1775364300000,1775374200000,0.16069,0.1613807655101196,0.1593084689797608,0.1593084689797608,2571.0,TP,2.0,3.55,88.8,92.35
XLMUSDT,volatility,short,1775365200000,1775368800000,0.16057,0.16108535455169043,0.1595392908966191,0.1595392908966191,3583.0,TP,2.0,3.69,92.35,96.04
XLMUSDT,volatility,short,1775366100000,1775369700000,0.16038,0.16089925779799824,0.1593414844040035,0.1593414844040035,3699.0,TP,2.0,3.84,96.04,99.88
DOTUSDT,momentum,short,1775367000000,1775368800000,1.2375,1.243179694130902,1.2261406117381963,1.2261406117381963,351.7,TP,2.0,4.0,99.88,103.88
LINKUSDT,momentum,short,1775367900000,1775368800000,8.6,8.631853631152321,8.536292737695357,8.536292737695357,65.2,TP,2.0,4.16,103.88,108.04
LINKUSDT,momentum,short,1775368800000,1775385000000,8.529,8.572149800355726,8.442700399288547,8.572149800355726,50.0,SL,-1.0,-2.16,108.04,105.88
WLDUSDT,momentum,short,1775374200000,1775417400000,0.2483,0.2513171831409173,0.24226563371816542,0.24226563371816542,701.8,TP,2.0,4.24,105.88,110.12
ETCUSDT,volatility,long,1775377800000,1775379600000,8.523,8.463113530665138,8.642772938669722,8.463113530665138,36.7,SL,-1.0,-2.2,110.12,107.92
ADAUSDT,momentum,short,1775385900000,1775387700000,0.2403,0.24193943135438822,0.2370211372912236,0.24193943135438822,1316.0,SL,-1.0,-2.16,107.92,105.76
AAVEUSDT,volatility,short,1775386800000,1775391300000,92.4,92.77728016084492,91.64543967831017,91.64543967831017,5.6,TP,2.0,4.23,105.76,109.99
AAVEUSDT,momentum,short,1775387700000,1775395800000,91.92,92.47425162771276,90.81149674457448,90.81149674457448,3.96,TP,2.0,4.4,109.99,114.39
AAVEUSDT,volatility,short,1775388600000,1775392200000,91.85,92.26706809787139,91.01586380425721,91.01586380425721,5.48,TP,2.0,4.58,114.39,118.97
XRPUSDT,volatility,short,1775390400000,1775392200000,1.2945,1.2983561195556415,1.286787760888717,1.286787760888717,617.0,TP,2.0,4.76,118.97,123.73
XRPUSDT,momentum,short,1775391300000,1775393100000,1.2905,1.2959742432593655,1.279551513481269,1.279551513481269,452.0,TP,2.0,4.95,123.73,128.68
XRPUSDT,momentum,short,1775392200000,1775396700000,1.283,1.289554654455125,1.2698906910897496,1.289554654455125,392.6,SL,-1.0,-2.57,128.68,126.11
BNBUSDT,momentum,short,1775394000000,1775399400000,587.7,589.962024734704,583.1759505305922,589.962024734704,1.11,SL,-1.0,-2.52,126.11,123.59
WLFIUSDT,volatility,short,1775394900000,1775395800000,0.09707,0.0974608319385285,0.096288336122943,0.0974608319385285,6324.0,SL,-1.0,-2.47,123.59,121.12
SKYUSDT,volatility,long,1775402100000,1775412000000,0.07422,0.07393993642560258,0.07478012714879483,0.07393993642560258,8640.0,SL,-1.0,-2.42,121.12,118.7
SKYUSDT,volatility,long,1775403000000,1775403900000,0.07427,0.07397029810948812,0.07486940378102377,0.07397029810948812,7920.0,SL,-1.0,-2.37,118.7,116.33
ASTERUSDT,momentum,short,1775403900000,1775430900000,0.6612,0.6644262284193625,0.654747543161275,0.6644262284193625,721.0,SL,-1.0,-2.33,116.33,114.0
ETCUSDT,volatility,long,1775419200000,1775425500000,8.606,8.550451416135154,8.717097167729692,8.717097167729692,41.0,TP,2.0,4.56,114.0,118.56
DOTUSDT,volatility,short,1775422800000,1775428200000,1.2229,1.2296613797375862,1.209377240524828,1.2296613797375862,350.6,SL,-1.0,-2.37,118.56,116.19
BNBUSDT,volatility,short,1775424600000,1775426400000,590.4,592.2748156976852,586.6503686046295,592.2748156976852,1.23,SL,-1.0,-2.32,116.19,113.87
ADAUSDT,volatility,long,1775425500000,1775427300000,0.2445,0.24283455901250867,0.24783088197498265,0.24283455901250867,1367.0,SL,-1.0,-2.28,113.87,111.59
BNBUSDT,momentum,long,1775428200000,1775430900000,594.2,591.2410068325147,600.1179863349707,600.1179863349707,0.75,TP,2.0,4.46,111.59,116.05
BNBUSDT,momentum,long,1775429100000,1775431800000,596.9,593.6380777730493,603.4238444539013,603.4238444539013,0.71,TP,2.0,4.64,116.05,120.69
BNBUSDT,momentum,long,1775430000000,1775433600000,599.5,596.0425007892601,606.4149984214798,606.4149984214798,0.69,TP,2.0,4.83,120.69,125.52
ASTERUSDT,momentum,long,1775430900000,1775462400000,0.6659,0.6627783373599079,0.6721433252801844,0.6721433252801844,804.0,TP,2.0,5.02,125.52,130.54
ASTERUSDT,momentum,long,1775431800000,1775502900000,0.6673,0.6641013132627716,0.6736973734744569,0.6641013132627716,816.0,SL,-1.0,-2.61,130.54,127.93
SKYUSDT,momentum,long,1775433600000,1775469600000,0.07459,0.07414681364539348,0.07547637270921305,0.07547637270921305,5770.0,TP,2.0,5.12,127.93,133.05
SKYUSDT,volatility,long,1775434500000,1775469600000,0.07471,0.07435956664589903,0.07541086670820193,0.07541086670820193,7590.0,TP,2.0,5.32,133.05,138.37
XRPUSDT,momentum,long,1775440800000,1775514600000,1.3437,1.3303665232593223,1.3703669534813552,1.3303665232593223,207.5,SL,-1.0,-2.77,138.37,135.6
BNBUSDT,volatility,long,1775459700000,1775466900000,603.5,600.7698883319749,608.9602233360501,608.9602233360501,0.99,TP,2.0,5.42,135.6,141.02
BNBUSDT,volatility,long,1775461500000,1775466900000,603.7,600.9196996331825,609.2606007336351,609.2606007336351,1.01,TP,2.0,5.64,141.02,146.66
WLFIUSDT,momentum,long,1775464200000,1775494800000,0.10006,0.09927354638706555,0.10163290722586889,0.09927354638706555,3729.0,SL,-1.0,-2.93,146.66,143.73
XRPUSDT,momentum,long,1775466900000,1775485800000,1.352,1.3404127460075648,1.3751745079848707,1.3404127460075648,248.0,SL,-1.0,-2.87,143.73,140.86
DOTUSDT,momentum,long,1775468700000,1775477700000,1.2912,1.279075905521691,1.3154481889566179,1.3154481889566179,232.3,TP,2.0,5.63,140.86,146.49
SUIUSDT,momentum,long,1775470500000,1775473200000,0.915,0.9042821557463857,0.9364356885072287,0.9042821557463857,270.0,SL,-1.0,-2.93,146.49,143.56
SKYUSDT,volatility,long,1775472300000,1775482200000,0.07563,0.07527155823986291,0.07634688352027419,0.07634688352027419,8010.0,TP,2.0,5.74,143.56,149.3
SKYUSDT,volatility,long,1775485800000,1775493900000,0.07661,0.07618060100653085,0.0774687979869383,0.0774687979869383,6950.0,TP,2.0,5.97,149.3,155.27
HYPEUSDT,momentum,long,1775486700000,1775493900000,37.689,37.2804367211646,38.506126557670804,37.2804367211646,7.6,SL,-1.0,-3.11,155.27,152.16
ASTERUSDT,volatility,short,1775492100000,1775513700000,0.6661,0.6687620409709264,0.6607759180581473,0.6607759180581473,1143.0,TP,2.0,6.09,152.16,158.25
XLMUSDT,momentum,short,1775494800000,1775516400000,0.15834,0.15988810736067133,0.15524378527865737,0.15524378527865737,2044.0,TP,2.0,6.33,158.25,164.58
MORPHOUSDT,momentum,long,1775496600000,1775506500000,1.5806,1.557266722537983,1.627266554924034,1.627266554924034,141.0,TP,2.0,6.58,164.58,171.16
SKYUSDT,momentum,long,1775498400000,1775502900000,0.07894,0.0781576861737373,0.08050462765252538,0.0781576861737373,4370.0,SL,-1.0,-3.42,171.16,167.74
ETCUSDT,volatility,short,1775506500000,1775514600000,8.552,8.594447512964688,8.467104974070622,8.467104974070622,79.0,TP,2.0,6.71,167.74,174.45
AAVEUSDT,volatility,short,1775511000000,1775516400000,94.46,95.11275792198884,93.15448415602229,93.15448415602229,5.34,TP,2.0,6.98,174.45,181.43
DOGEUSDT,momentum,short,1775513700000,1775583000000,0.09092,0.09148002382250768,0.08979995235498464,0.09148002382250768,6479.0,SL,-1.0,-3.63,181.43,177.8
