start,open,high,low,close,volume
1766966400000,0.22012,0.22054,0.21978,0.2204,395795.0
1766967300000,0.2204,0.22191,0.22009,0.22185,687708.0
1766968200000,0.22185,0.22351,0.22185,0.22227,1861902.0
1766969100000,0.22227,0.22274,0.2215,0.2215,530310.0
1766970000000,0.2215,0.22167,0.22047,0.22054,216832.0
1766970900000,0.22054,0.22086,0.21992,0.22076,166118.0
1766971800000,0.22076,0.22324,0.22035,0.22238,1007138.0
1766972700000,0.22238,0.22267,0.22221,0.22245,244162.0
1766973600000,0.22245,0.22469,0.22245,0.22401,1235996.0
1766974500000,0.22401,0.22422,0.2223,0.22278,737718.0
1766975400000,0.22278,0.22362,0.22278,0.2234,578555.0
1766976300000,0.2234,0.22383,0.22279,0.22357,1073545.0
1766977200000,0.22357,0.22463,0.22311,0.22455,1509841.0
1766978100000,0.22455,0.22513,0.22417,0.22513,899904.0
1766979000000,0.22513,0.22748,0.22513,0.22655,1959042.0
1766979900000,0.22655,0.22707,0.22635,0.22645,734938.0
1766980800000,0.22645,0.22672,0.22525,0.22584,678909.0
1766981700000,0.22584,0.22645,0.22557,0.22576,462506.0
1766982600000,0.22576,0.22686,0.22566,0.22607,596376.0
1766983500000,0.22607,0.22687,0.22591,0.22685,668565.0
1766984400000,0.22685,0.22738,0.22652,0.22736,612829.0
1766985300000,0.22736,0.22736,0.22607,0.22611,1070376.0
1766986200000,0.22611,0.22637,0.22581,0.22623,349627.0
1766987100000,0.22623,0.22623,0.22526,0.22546,315129.0
1766988000000,0.22546,0.22655,0.225,0.22643,678105.0
1766988900000,0.22643,0.22712,0.22637,0.22641,455074.0
1766989800000,0.22641,0.22649,0.22569,0.22581,154351.0
1766990700000,0.22581,0.22593,0.22496,0.22511,344527.0
1766991600000,0.22511,0.22551,0.22409,0.22456,1070401.0
1766992500000,0.22456,0.22467,0.22388,0.22444,359596.0
1766993400000,0.22444,0.22548,0.22441,0.2246,158900.0
1766994300000,0.2246,0.2252,0.22453,0.22473,79265.0
1766995200000,0.22473,0.22556,0.22452,0.22516,424560.0
1766996100000,0.22516,0.22567,0.22502,0.2256,493585.0
1766997000000,0.2256,0.2256,0.22442,0.22463,599024.0
