start,open,high,low,close,volume
1774742400000,330.3,331.25,330.3,330.38,272.5
1774743300000,330.38,330.5,328.46,328.69,690.32
1774744200000,328.69,329.33,327.32,327.5,234.13
1774745100000,327.5,327.69,326.42,327.69,462.84
1774746000000,327.69,328.25,327.4,327.97,273.86
1774746900000,327.97,328.7,327.94,328.54,85.01
1774747800000,328.54,328.83,328.21,328.83,29.06
1774748700000,328.83,329.55,328.31,329.55,59.68
1774749600000,329.55,329.65,328.97,329.45,96.91
1774750500000,329.45,330.33,329.42,330.1,34.72
1774751400000,330.1,330.21,329.52,330.06,91.55
1774752300000,330.06,330.24,329.76,329.89,40.2
1774753200000,329.89,330.31,329.85,330.09,43.35
1774754100000,330.09,330.7,330.01,330.59,129.42
1774755000000,330.59,330.8,330.05,330.06,34.76
1774755900000,330.06,330.06,329.49,329.75,63.13
1774756800000,329.75,330.14,329.56,329.91,60.46
1774757700000,329.91,330.2,329.86,330.0,26.33
1774758600000,330.0,330.0,329.41,329.64,84.67
1774759500000,329.64,329.74,329.58,329.69,19.61
1774760400000,329.69,329.74,329.23,329.51,63.82
1774761300000,329.51,329.59,328.52,328.69,69.22
1774762200000,328.69,328.69,326.48,326.82,280.0
1774763100000,326.82,327.53,326.38,326.85,154.85
1774764000000,326.85,327.32,326.3,327.22,262.22
1774764900000,327.22,327.5,326.56,326.83,83.76
1774765800000,326.83,326.97,326.29,326.56,115.72
1774766700000,326.56,327.04,326.3,327.04,60.73
1774767600000,327.04,327.04,326.66,326.71,41.64
1774768500000,326.71,327.0,326.58,327.0,27.74
1774769400000,327.0,327.56,326.81,327.39,136.6
1774770300000,327.39,327.59,327.06,327.22,43.83
1774771200000,327.22,327.91,327.2,327.8,22.44
1774772100000,327.8,328.85,326.8,326.95,323.54
1774773000000,326.95,327.69,326.64,327.02,329.98
1774773900000,327.02,327.07,326.41,326.96,79.6
1774774800000,326.96,327.63,326.63,327.54,311.33
1774775700000,327.54,328.35,327.14,328.35,47.09
1774776600000,328.35,329.07,327.45,327.45,302.11
1774777500000,327.45,328.09,327.45,327.76,84.96
1774778400000,327.76,328.57,327.75,328.19,140.46
1774779300000,328.19,328.28,327.2,327.29,168.37
1774780200000,327.29,327.42,325.87,326.27,612.88
1774781100000,326.27,327.66,326.17,327.44,70.97
1774782000000,327.44,328.09,326.59,327.95,335.66
1774782900000,327.95,328.07,326.79,327.42,207.97
1774783800000,327.42,327.63,327.15,327.15,69.81
1774784700000,327.15,327.37,326.61,326.61,34.57
1774785600000,326.61,327.12,326.51,326.64,106.18
1774786500000,326.64,326.64,325.6,325.6,153.5
1774787400000,325.6,325.71,324.86,324.86,217.53
1774788300000,324.86,325.68,324.81,325.28,150.18
